"partnerid","CntrClickRatio","status"
"8iluy","0.00","Observation"
"8ilyg","0.25","OK"
"8ilzp","0.08","OK"
"8ilzu","1.00","OK"
"8im0u","0.02","OK"
"8im11","0.20","OK"
"8im12","0.50","OK"
"8im1a","1.00","OK"
"8im1j","1.00","OK"
"8im29","0.50","OK"
"8im41","0.06","OK"
"8im4f","0.01","OK"
"8im4k","0.63","OK"
"8im4l","0.40","OK"
"8im50","1.00","OK"
"8im59","0.00","OK"
"8im6c","0.22","OK"
"8im6t","0.01","OK"
"8im78","0.09","OK"
"8im90","1.00","OK"
"8im9a","0.01","OK"
"8imbb","1.00","OK"
"8imcs","0.01","OK"
"8imd2","0.00","OK"
"8imdp","0.50","OK"
"8imdt","0.24","OK"
"8ime3","0.11","OK"
"8ime7","0.18","OK"
"8imef","0.33","OK"
"8imfu","1.00","OK"
"8img5","1.00","OK"
"8imgt","0.03","OK"
"8imh7","0.50","OK"
"8imho","0.67","OK"
"8imhp","1.00","OK"
"8imhz","0.07","OK"
"8imi0","0.75","OK"
"8imib","0.32","OK"
"8imik","1.00","OK"
"8imk8","0.12","Observation"
"8imkc","0.09","Observation"
"8imkd","0.05","OK"
"8imko","0.33","OK"
"8immj","0.00","OK"
"8immk","0.16","OK"
"8immq","1.00","OK"
"8immu","0.71","OK"
"8imna","0.11","OK"
"8imob","0.07","OK"
"8impo","0.02","OK"
"8imqe","0.08","OK"
"8imqn","0.33","OK"
"8imrg","0.10","OK"
"8imrr","0.02","OK"
"8ims6","0.01","Fraud"
"8imt7","1.00","OK"
"8imtk","0.43","OK"
"8imtz","1.00","OK"
"8imu3","0.09","OK"
"8imv2","0.15","OK"
"8imvn","0.03","OK"
"8imvu","0.50","OK"
"8imw6","0.43","OK"
"8imwm","0.15","OK"
"8imwn","0.05","OK"
"8imwx","0.02","OK"
"8imxk","1.00","OK"
"8imxz","0.27","OK"
"8imy8","1.00","OK"
"8imyq","1.00","OK"
"8imyz","0.75","OK"
"8imz2","0.38","OK"
"8imza","0.14","OK"
"8imzd","0.03","OK"
"8imze","0.35","OK"
"8imzr","0.08","OK"
"8imzv","0.03","OK"
"8in00","1.00","OK"
"8in07","0.17","OK"
"8in0d","0.01","OK"
"8in0q","1.00","OK"
"8in1c","0.50","OK"
"8in1d","0.13","OK"
"8in1s","0.01","OK"
"8in1t","0.01","OK"
"8in1y","1.00","OK"
"8in20","1.00","OK"
"8in2d","0.20","OK"
"8in2g","0.50","OK"
"8in34","0.27","OK"
"8in35","0.23","OK"
"8in36","1.00","OK"
"8in3c","0.01","OK"
"8in41","1.00","OK"
"8in43","1.00","OK"
"8in49","0.50","OK"
"8in4e","1.00","OK"
"8in66","0.24","OK"
"8in69","0.00","OK"
"8in6a","0.00","OK"
"8in7f","0.11","OK"
"8in80","0.25","OK"
"8in8e","0.10","Fraud"
"8in8l","0.33","OK"
"8in8z","0.17","OK"
"8in9f","1.00","OK"
"8in9m","0.06","OK"
"8ina8","0.50","OK"
"8inag","0.44","OK"
"8inat","0.60","OK"
"8inay","0.00","OK"
"8inbg","1.00","OK"
"8inca","1.00","OK"
"8incg","0.50","OK"
"8inch","1.00","OK"
"8inck","0.05","OK"
"8ind9","1.00","OK"
"8indc","0.08","OK"
"8inei","0.09","OK"
"8inf7","0.21","OK"
"8ingg","0.15","OK"
"8ings","0.04","OK"
"8inhr","0.03","OK"
"8ini4","0.33","OK"
"8ini5","1.00","OK"
"8inig","0.14","OK"
"8inil","0.15","OK"
"8injc","0.21","OK"
"8injo","0.25","OK"
"8inkd","0.44","OK"
"8inld","0.67","OK"
"8inn7","0.04","OK"
"8ino6","0.03","OK"
"8inp3","0.36","OK"
"8inrc","0.27","OK"
"8ins1","0.02","OK"
"8insm","0.07","OK"
"8insr","0.33","OK"
"8intf","0.20","OK"
"8inu8","0.25","OK"
"8inum","0.10","OK"
"8invg","1.00","OK"
"8inwd","0.12","OK"
"8inwo","0.10","OK"
"8inwq","0.19","OK"
"8inwx","1.00","OK"
"8inz6","0.02","OK"
"8inz8","0.03","OK"
"8io28","0.04","OK"
"8io3k","0.33","OK"
"8io3v","0.50","OK"
"8io4k","1.00","OK"
"8io4t","0.43","OK"
"8io5j","0.05","OK"
"8io5s","0.03","OK"
"8io79","1.00","OK"
"8io7a","0.33","OK"
"8io8s","0.07","OK"
"8io95","0.31","OK"
"8io9t","0.13","OK"
"8ioac","0.03","OK"
"8ioad","0.01","Observation"
"8ioaf","0.01","OK"
"8iob1","0.30","OK"
"8ioby","0.30","OK"
"8iofb","0.83","OK"
"8iohm","1.00","OK"
"8ioj0","1.00","OK"
"8iok5","1.00","OK"
"8iokr","1.00","OK"
"8ioml","0.50","OK"
"8iomw","0.50","OK"
"8ionb","1.00","OK"
"8ionh","1.00","OK"
"8ionj","1.00","OK"
"8ioo5","0.06","OK"
"8ioo7","0.33","OK"
"8ioov","1.00","OK"
"8ioqe","0.06","OK"
"8ior0","0.38","OK"
"8iory","0.67","OK"
"8iosv","0.03","OK"
"8iot1","0.07","OK"
"8iott","1.00","OK"
"8iou1","0.20","OK"
"8iou5","0.50","OK"
"8iou8","0.07","OK"
"8ioui","0.50","OK"
"8ioul","0.33","OK"
"8iow5","0.14","OK"
"8iowu","0.05","OK"
"8ioyh","0.33","OK"
"8ioyz","1.00","OK"
"8iozi","0.13","OK"
"8ip10","0.33","OK"
"8ip1i","1.00","OK"
"8ip1v","0.05","OK"
"8ip45","0.01","OK"
"8ip46","0.17","OK"
"8ip4d","0.01","OK"
"8ip5p","0.03","OK"
"8ip5q","0.13","OK"
"8ip65","1.00","OK"
"8ip71","0.04","Observation"
"8ip85","1.00","OK"
"8ip8o","0.60","OK"
"8ipat","0.40","OK"
"8ipcr","0.50","OK"
"8ipdk","1.00","OK"
"8ipdp","0.83","OK"
"8ipdr","0.50","OK"
"8ipeq","0.33","OK"
"8ipg0","0.60","OK"
"8ipg1","0.60","OK"
"8ipgq","0.17","OK"
"8ipgz","1.00","OK"
"8iph1","1.00","OK"
"8ipif","0.33","OK"
"8ipiu","0.50","OK"
"8ipks","0.36","OK"
"8ipls","0.04","OK"
"8ipm4","0.50","OK"
"8ipn0","0.29","OK"
"8ipoi","0.50","OK"
"8ipoo","0.06","OK"
"8ippe","0.14","OK"
"8ippl","0.25","OK"
"8ipr3","0.10","OK"
"8iprx","1.00","OK"
"8ipxe","0.09","OK"
"8ipxf","0.33","OK"
"8iq0e","0.06","OK"
"8iq0h","1.00","OK"
"8iq0l","0.23","OK"
"8iq0m","0.67","OK"
"8iq0q","0.30","OK"
"8iq0r","0.50","OK"
"8iq11","1.00","OK"
"8iq1n","0.25","OK"
"8iq1z","0.06","Observation"
"8iq22","0.15","OK"
"8iq3b","0.17","OK"
"8iq4r","0.03","OK"
"8iq53","0.00","OK"
"8iq7l","1.00","OK"
"8iq7q","0.32","OK"
"8iq85","0.08","OK"
"8iqbs","0.20","OK"
"8iqd8","1.00","OK"
"8iqde","0.07","OK"
"8iqe6","0.33","OK"
"8iqec","1.00","OK"
"8iqee","1.00","OK"
"8iqez","1.00","OK"
"8iqfg","0.25","OK"
"8iqhl","1.00","OK"
"8iqip","1.00","OK"
"8iqjj","1.00","OK"
"8iqk3","0.40","OK"
"8iqks","0.20","OK"
"8iqni","0.11","OK"
"8iqnn","0.43","OK"
"8iqnv","0.01","OK"
"8iqp5","1.00","OK"
"8iqqe","0.29","OK"
"8iqr5","1.00","OK"
"8iqsf","1.00","OK"
"8iqsw","1.00","OK"
"8iqtd","0.50","OK"
"8iqth","0.41","OK"
"8iqu0","1.00","OK"
"8iqu4","1.00","OK"
"8iqu5","1.00","OK"
"8iqua","1.00","OK"
"8iqug","0.04","OK"
"8iqur","1.00","OK"
"8iquu","1.00","OK"
"8iqvd","1.00","OK"
"8iqvi","0.18","OK"
"8iqvo","0.20","OK"
"8iqvp","0.14","OK"
"8iqvs","0.20","OK"
"8iqw0","1.00","OK"
"8iqw1","0.01","OK"
"8iqw2","0.03","OK"
"8iqw6","0.01","OK"
"8iqw8","0.05","OK"
"8iqw9","0.22","OK"
"8iqwa","0.25","OK"
"8iqwb","0.33","OK"
"8iqwc","0.03","OK"
"8iqwe","1.00","OK"
"8iqwf","1.00","OK"
"8iqwy","1.00","OK"
"8iqx9","0.42","OK"
"8iqxa","0.26","OK"
"8iqxb","0.71","OK"
"8iqxi","1.00","OK"
"8iqym","1.00","OK"
"8iqyw","0.11","OK"
"8iqzc","0.12","OK"
"8iqzg","0.27","OK"
"8iqzh","0.13","OK"
"8iqzi","0.02","OK"
"8iqzk","0.04","OK"
"8iqzl","0.14","OK"
"8iqzm","0.26","OK"
"8iqzn","0.15","OK"
"8iqzo","0.07","OK"
"8iqzp","0.07","OK"
"8iqzs","0.02","OK"
"8iqzu","0.28","OK"
"8iqzw","0.01","OK"
"8iqzz","0.17","OK"
"8ir00","0.03","OK"
"8ir01","0.02","OK"
"8ir05","0.02","Fraud"
"8ir06","0.07","OK"
"8ir07","0.01","OK"
"8ir09","0.08","OK"
"8ir0d","0.14","OK"
"8ir0f","0.03","OK"
"8ir0i","0.17","OK"
"8ir0v","0.67","OK"
"8ir0z","0.67","OK"
"8ir14","0.14","OK"
"8ir16","0.06","OK"
"8ir1o","0.67","OK"
"8ir25","0.44","OK"
"8ir28","0.50","OK"
"8ir2b","0.47","OK"
"8ir2e","0.22","OK"
"8ir2l","0.33","OK"
"8ir2o","1.00","OK"
"8ir2s","1.00","OK"
"8ir3v","0.36","OK"
"8ir4d","1.00","OK"
"8ir6j","1.00","OK"
"8ir6k","1.00","OK"
"8ir6w","1.00","OK"
"8ir7h","1.00","OK"
"8ir96","0.09","OK"
"8irab","0.01","OK"
"8irb0","0.13","OK"
"8irbp","0.05","OK"
"8irck","0.20","OK"
"8ircl","0.15","OK"
"8ircq","0.08","OK"
"8ircw","0.50","OK"
"8ircy","0.50","OK"
"8irdq","0.50","OK"
"8irdv","0.17","OK"
"8ire4","0.17","OK"
"8irek","1.00","OK"
"8irgx","0.20","OK"
"8irid","0.50","OK"
"8irih","0.03","OK"
"8iriv","0.06","OK"
"8irjv","0.50","OK"
"8irk4","0.08","OK"
"8irkm","0.13","OK"
"8irl1","1.00","OK"
"8irlc","0.05","OK"
"8irle","0.14","OK"
"8irll","0.04","Observation"
"8irob","0.00","OK"
"8irot","0.02","OK"
"8irq0","0.06","OK"
"8irqh","1.00","OK"
"8irqi","1.00","OK"
"8irqk","0.67","OK"
"8irr8","0.50","OK"
"8irr9","0.33","OK"
"8irrl","1.00","OK"
"8irrw","1.00","OK"
"8irrx","0.08","Observation"
"8irs5","0.11","OK"
"8irsq","0.33","OK"
"8irsy","0.11","OK"
"8irt8","0.16","OK"
"8irtb","1.00","OK"
"8irtc","0.20","OK"
"8irti","0.50","OK"
"8irtu","1.00","OK"
"8iru0","0.20","OK"
"8iru3","1.00","OK"
"8irui","0.02","OK"
"8iruq","1.00","OK"
"8irvj","0.08","OK"
"8irwu","0.67","OK"
"8irzv","1.00","OK"
"8is01","0.07","OK"
"8is0l","0.53","OK"
"8is1d","0.27","OK"
"8is20","0.16","OK"
"8is2b","0.02","OK"
"8is2k","0.04","Fraud"
"8is2p","0.33","OK"
"8is30","1.00","OK"
"8is32","1.00","OK"
"8is41","1.00","OK"
"8is47","0.33","OK"
"8is4p","1.00","OK"
"8is4w","0.17","OK"
"8is4x","0.52","OK"
"8is5e","0.02","OK"
"8is5f","1.00","OK"
"8is5h","0.02","Observation"
"8is5o","0.21","OK"
"8is5q","0.21","OK"
"8is5r","0.22","OK"
"8is6u","0.50","OK"
"8is82","0.02","OK"
"8is85","0.33","OK"
"8is87","0.29","OK"
"8is8g","0.24","OK"
"8isas","0.01","OK"
"8isat","0.01","OK"
"8isau","0.33","OK"
"8isbh","0.09","OK"
"8isbo","0.50","OK"
"8isbr","1.00","OK"
"8isbz","0.17","OK"
"8isch","0.01","Observation"
"8iscw","0.13","OK"
"8iscy","0.13","OK"
"8isd4","1.00","OK"
"8isd6","1.00","OK"
"8isdb","0.21","OK"
"8isdq","0.20","OK"
"8ise8","0.17","OK"
"8isei","0.20","OK"
"8ises","0.01","OK"
"8iseu","0.19","OK"
"8isf7","0.27","OK"
"8isfp","1.00","OK"
"8isfs","1.00","OK"
"8isgu","0.45","OK"
"8ish6","0.05","OK"
"8ishk","0.24","OK"
"8ishn","0.20","OK"
"8isi3","1.00","OK"
"8isj3","0.02","OK"
"8isj9","0.07","OK"
"8isje","0.06","OK"
"8isk1","1.00","OK"
"8isk6","1.00","OK"
"8islr","0.24","OK"
"8isme","0.25","OK"
"8ismw","0.33","OK"
"8isp2","1.00","OK"
"8isrm","0.04","OK"
"8isrt","1.00","OK"
"8issu","0.12","OK"
"8isvf","1.00","OK"
"8isxs","0.33","OK"
"8isxw","1.00","OK"
"8isyx","1.00","OK"
"8isz2","0.50","OK"
"8isz4","1.00","OK"
"8it0b","0.23","OK"
"8it0m","1.00","OK"
"8it0v","0.18","OK"
"8it18","0.17","OK"
"8it2h","0.12","OK"
"8it36","0.02","Fraud"
"8it3p","0.19","OK"
"8it4b","0.33","OK"
"8it51","0.05","OK"
"8it52","0.17","OK"
"8it54","0.08","OK"
"8it55","0.05","OK"
"8it57","0.14","OK"
"8it59","0.33","OK"
"8it5a","0.22","OK"
"8it5b","0.60","OK"
"8it5c","0.19","OK"
"8it5d","0.31","OK"
"8it5e","0.03","OK"
"8it5i","0.13","OK"
"8it5k","0.07","OK"
"8it5n","0.09","OK"
"8it5o","0.20","OK"
"8it5q","0.33","OK"
"8it5r","0.29","OK"
"8it5t","0.17","OK"
"8it63","1.00","OK"
"8it65","1.00","OK"
"8it66","0.50","OK"
"8it6j","0.17","OK"
"8it7k","0.17","OK"
"8it7m","1.00","OK"
"8it7o","0.27","OK"
"8it7p","0.43","OK"
"8it8j","0.13","OK"
"8it8l","1.00","OK"
"8it8q","0.50","OK"
"8it9g","0.03","OK"
"8it9n","0.50","OK"
"8it9p","0.05","OK"
"8it9w","0.10","OK"
"8itaa","0.44","OK"
"8itap","0.01","Observation"
"8itat","1.00","OK"
"8itb0","0.01","OK"
"8itb1","0.01","OK"
"8itcr","0.01","OK"
"8itcx","1.00","OK"
"8itdr","0.33","OK"
"8itdx","1.00","OK"
"8ite3","0.01","OK"
"8iteu","0.67","OK"
"8itf4","0.17","OK"
"8itfc","1.00","OK"
"8itgs","0.07","OK"
"8ith0","0.13","OK"
"8ith4","0.02","OK"
"8ith6","1.00","OK"
"8ithb","1.00","OK"
"8ithf","0.01","Observation"
"8ithn","0.25","OK"
"8ithu","0.06","OK"
"8ithz","0.75","OK"
"8itif","0.20","OK"
"8itio","1.00","OK"
"8itiu","0.08","OK"
"8itj5","0.30","OK"
"8itji","0.03","OK"
"8itk7","0.03","OK"
"8itka","1.00","OK"
"8itkq","0.41","OK"
"8itks","0.64","OK"
"8itkt","0.08","OK"
"8itl2","1.00","OK"
"8itl8","0.50","OK"
"8itla","1.00","OK"
"8itlh","0.05","OK"
"8itli","0.33","OK"
"8itlt","0.07","OK"
"8itly","0.08","OK"
"8itm2","1.00","OK"
"8itme","0.09","OK"
"8itmi","0.02","OK"
"8itmu","0.29","OK"
"8itnb","1.00","OK"
"8itod","0.02","OK"
"8itoe","0.25","OK"
"8itof","0.01","OK"
"8itop","0.06","OK"
"8itos","1.00","OK"
"8itoz","0.29","OK"
"8itp0","0.45","OK"
"8itpk","0.22","OK"
"8itq3","0.50","OK"
"8itql","0.80","OK"
"8itqs","1.00","OK"
"8itrb","0.09","OK"
"8itre","0.09","OK"
"8itrn","0.16","OK"
"8itro","1.00","OK"
"8itrq","0.05","OK"
"8its6","0.33","OK"
"8itsg","0.67","OK"
"8itsw","0.14","OK"
"8itt6","1.00","OK"
"8ittc","0.04","OK"
"8itth","1.00","OK"
"8ittq","1.00","OK"
"8ittu","0.25","OK"
"8ittv","0.50","OK"
"8ituk","0.67","OK"
"8itvb","1.00","OK"
"8itww","1.00","OK"
"8itx1","0.33","OK"
"8itx5","0.02","OK"
"8itxs","0.40","OK"
"8itxx","0.25","OK"
"8ityd","0.18","OK"
"8itzi","0.13","OK"
"8iu02","1.00","OK"
"8iu0k","0.25","OK"
"8iu23","0.08","OK"
"8iu2c","0.01","Observation"
"8iu38","1.00","OK"
"8iu3e","0.03","OK"
"8iu3h","0.04","OK"
"8iu4c","0.04","OK"
"8iu57","1.00","OK"
"8iu5r","0.67","OK"
"8iu66","0.13","OK"
"8iu6m","1.00","OK"
"8iu6x","0.33","OK"
"8iu74","0.50","OK"
"8iu76","0.00","Observation"
"8iu77","0.05","OK"
"8iu7b","0.50","OK"
"8iu7d","0.00","OK"
"8iu7w","1.00","OK"
"8iu82","0.67","OK"
"8iua3","0.19","OK"
"8iuan","0.01","Observation"
"8iuav","0.33","OK"
"8iub1","0.50","OK"
"8iucx","0.15","OK"
"8iufj","0.06","OK"
"8iufr","1.00","OK"
"8iufs","0.04","OK"
"8iufv","0.50","OK"
"8iugo","1.00","OK"
"8iuhr","1.00","OK"
"8iui3","1.00","OK"
"8iuia","0.01","OK"
"8iuip","1.00","OK"
"8iujq","0.17","OK"
"8iujx","0.07","OK"
"8iukd","1.00","OK"
"8iuls","0.06","OK"
"8ium6","1.00","OK"
"8iumc","0.35","OK"
"8iume","0.06","OK"
"8iumx","0.29","OK"
"8iun9","0.08","OK"
"8iuna","0.20","OK"
"8iunk","0.67","OK"
"8iuo8","0.01","OK"
"8iuok","0.18","OK"
"8iuqb","0.50","OK"
"8iuqh","0.32","OK"
"8iuqk","0.01","OK"
"8iuqp","1.00","OK"
"8iuqv","1.00","OK"
"8iurr","0.22","OK"
"8iuuw","0.50","OK"
"8iuv4","0.62","OK"
"8iuv6","0.06","OK"
"8iuv8","0.50","OK"
"8iuv9","0.09","OK"
"8iuva","0.04","OK"
"8iuwa","1.00","OK"
"8iuxg","0.67","OK"
"8iuxk","0.25","OK"
"8iuxq","0.04","OK"
"8iuy6","1.00","OK"
"8iuyv","0.17","OK"
"8iv07","0.29","OK"
"8iv0i","1.00","OK"
"8iv0s","1.00","OK"
"8iv0x","0.04","OK"
"8iv1g","0.67","OK"
"8iv1m","0.71","OK"
"8iv1x","0.18","OK"
"8iv2t","1.00","OK"
"8iv3o","1.00","OK"
"8iv48","1.00","OK"
"8iv4d","1.00","OK"
"8iv4h","0.50","OK"
"8iv4j","0.12","OK"
"8iv58","1.00","OK"
"8iv5f","0.50","OK"
"8iv5p","1.00","OK"
"8iv65","0.15","OK"
"8iv6j","0.73","OK"
"8iv7e","0.03","OK"
"8iv7j","0.06","OK"
"8iv8i","1.00","OK"
"8iv9n","0.02","OK"
"8ivbf","0.02","Observation"
"8ivbn","0.12","OK"
"8ivbx","1.00","OK"
"8ivcn","0.67","OK"
"8ivdi","0.09","OK"
"8ivdx","0.25","OK"
"8ive3","0.30","OK"
"8ive5","1.00","OK"
"8ivea","0.14","OK"
"8iveg","0.26","OK"
"8ivf6","0.06","OK"
"8ivfj","0.75","OK"
"8ivfk","0.01","OK"
"8ivge","0.25","OK"
"8ivhg","1.00","OK"
"8ivhr","0.06","OK"
"8ivir","0.01","OK"
"8iviz","1.00","OK"
"8ivj4","1.00","OK"
"8ivjv","0.02","OK"
"8ivkm","1.00","OK"
"8ivkn","0.05","OK"
"8ivlh","0.02","Fraud"
"8ivlp","0.14","Observation"
"8ivm9","1.00","OK"
"8ivmk","0.38","OK"
"8ivnj","1.00","OK"
"8ivnk","0.29","OK"
"8ivnx","0.67","OK"
"8ivny","1.00","OK"
"8ivo7","0.05","OK"
"8ivof","0.04","OK"
"8ivp6","0.67","OK"
"8ivpt","1.00","OK"
"8ivpv","0.06","OK"
"8ivql","1.00","OK"
"8ivsv","1.00","OK"
"8ivsx","0.09","OK"
"8ivti","0.38","OK"
"8ivtm","0.80","OK"
"8ivtv","1.00","OK"
"8ivwj","0.04","OK"
"8ivwr","0.06","OK"
"8ivwv","0.57","OK"
"8ivxp","1.00","OK"
"8ivy4","0.03","OK"
"8ivy5","1.00","OK"
"8ivyc","0.24","OK"
"8ivyu","1.00","OK"
"8iw0a","1.00","OK"
"8iw0n","0.20","OK"
"8iw0r","0.00","OK"
"8iw1f","0.19","OK"
"8iw1v","0.50","OK"
"8iw21","0.50","OK"
"8iw29","0.19","OK"
"8iw31","0.60","OK"
"8iw3u","1.00","OK"
"8iw46","0.08","OK"
"8iw4a","0.29","OK"
"8iw55","1.00","OK"
"8iw5p","0.08","OK"
"8iw5r","1.00","OK"
"8iw6k","1.00","OK"
"8iw6v","1.00","OK"
"8iw7e","0.21","OK"
"8iw7i","0.21","OK"
"8iw84","0.09","OK"
"8iw9s","0.19","OK"
"8iwaa","0.50","OK"
"8iwac","1.00","OK"
"8iwag","1.00","OK"
"8iwak","0.40","OK"
"8iwau","1.00","OK"
"8iwav","0.67","OK"
"8iwbt","0.25","OK"
"8iwe6","0.07","OK"
"8iweh","1.00","OK"
"8iwf2","1.00","OK"
"8iwfs","0.20","OK"
"8iwg3","0.28","OK"
"8iwh3","0.36","OK"
"8iwhf","1.00","OK"
"8iwhh","1.00","OK"
"8iwhi","0.11","OK"
"8iwid","0.02","OK"
"8iwii","0.22","OK"
"8iwj3","1.00","OK"
"8iwjs","0.32","OK"
"8iwky","0.50","OK"
"8iwl4","0.02","OK"
"8iwl5","0.11","OK"
"8iwmb","0.01","OK"
"8iwn7","1.00","OK"
"8iwnh","0.67","OK"
"8iwo2","0.04","OK"
"8iwos","0.12","Fraud"
"8iwp2","0.09","Fraud"
"8iwp3","0.01","OK"
"8iwpy","1.00","OK"
"8iwq4","0.13","OK"
"8iwq6","0.50","OK"
"8iwqm","0.38","OK"
"8iwqv","0.50","OK"
"8iwrl","0.05","OK"
"8iwrx","0.03","OK"
"8iws2","0.38","OK"
"8iws4","1.00","OK"
"8iws7","0.50","OK"
"8iwsa","0.50","OK"
"8iwsc","0.40","OK"
"8iwu7","0.06","OK"
"8iwug","0.21","OK"
"8iwv8","0.02","OK"
"8iwvi","0.33","OK"
"8iwvl","0.16","OK"
"8iwx5","0.45","OK"
"8iwxs","0.50","OK"
"8iwxv","0.47","OK"
"8iwy8","0.02","OK"
"8iwz0","0.50","OK"
"8ix09","1.00","OK"
"8ix0c","1.00","OK"
"8ix2h","0.09","OK"
"8ix3h","1.00","OK"
"8ix6h","0.38","OK"
"8ix6p","0.02","Fraud"
"8ix86","1.00","OK"
"8ix89","0.75","OK"
"8ixdk","0.33","OK"
"8ixgd","0.06","OK"
"8ixgl","0.46","OK"
"8ixl3","0.22","OK"
"8ixly","0.30","OK"
"8ixlz","0.29","OK"
"8ixoq","0.08","OK"
"8ixor","0.04","OK"
"8ixp4","1.00","OK"
"8ixq4","0.01","OK"
"8ixq5","0.00","OK"
"8ixs1","0.31","OK"
"8ixsd","0.02","OK"
"8ixue","1.00","OK"
"8ixuj","1.00","OK"
"8ixvg","0.11","OK"
"8ixvu","0.02","OK"
"8ixy5","1.00","OK"
"8ixzl","1.00","OK"
"8ixzs","0.02","OK"
"8ixzt","0.04","OK"
"8iy03","0.01","OK"
"8iy0v","0.01","Observation"
"8iy1m","1.00","OK"
"8iy36","0.15","OK"
"8iy4x","0.25","OK"
"8iy5g","0.03","OK"
"8iy6x","1.00","OK"
"8iy7x","0.19","OK"
"8iy9b","0.30","OK"
"8iyb9","0.80","OK"
"8iyc8","0.02","OK"
"8iydk","1.00","OK"
"8iyea","0.50","OK"
"8iyfx","0.12","OK"
"8iyi9","0.20","OK"
"8iyj6","0.26","OK"
"8iyo2","1.00","OK"
"8iysb","0.05","OK"
"8iyvp","0.04","OK"
"8iywe","1.00","OK"
"8iyxe","0.12","OK"
"8iz0o","1.00","OK"
"8iz1c","0.01","OK"
"8iz2a","0.04","OK"
"8iz2c","0.08","OK"
"8iz2e","0.18","OK"
"8iz2m","0.05","OK"
"8iz2n","0.04","OK"
"8iz48","0.13","OK"
"8iz6y","0.33","OK"
"8iz7h","0.60","OK"
"8iz7i","0.01","OK"
"8iz80","1.00","OK"
"8iz8t","1.00","OK"
"8iz91","0.11","OK"
"8izah","0.13","OK"
"8izak","1.00","OK"
"8izam","1.00","OK"
"8izan","1.00","OK"
"8izao","1.00","OK"
"8izar","0.33","OK"
"8izau","0.11","OK"
"8izav","0.06","OK"
"8izaw","0.11","OK"
"8izay","1.00","OK"
"8izbp","0.50","OK"
"8izbt","0.25","OK"
"8ize1","1.00","OK"
"8izgi","0.20","OK"
"8izjs","1.00","OK"
"8izkp","1.00","OK"
"8izlr","0.30","OK"
"8iznj","0.02","OK"
"8izot","1.00","OK"
"8izpa","0.08","OK"
"8izsa","0.50","OK"
"8izt5","0.01","Observation"
"8izt6","0.00","Observation"
"8iztc","0.12","OK"
"8iztd","0.71","OK"
"8iztj","0.11","OK"
"8izts","1.00","OK"
"8izu7","0.75","OK"
"8izv8","0.25","OK"
"8izwb","0.13","OK"
"8izwe","0.04","Fraud"
"8izxr","0.07","OK"
"8izzv","0.07","OK"
"8j00e","0.24","OK"
"8j01d","0.75","OK"
"8j029","0.33","OK"
"8j07i","0.04","OK"
"8j07s","0.07","OK"
"8j085","0.20","OK"
"8j08y","0.00","OK"
"8j094","1.00","OK"
"8j096","0.57","OK"
"8j09p","0.43","OK"
"8j0a9","0.02","OK"
"8j0ao","0.27","OK"
"8j0b4","0.04","OK"
"8j0b5","0.05","OK"
"8j0bs","0.10","OK"
"8j0bz","1.00","OK"
"8j0da","0.17","OK"
"8j0dl","0.67","OK"
"8j0eq","0.18","OK"
"8j0fj","0.08","OK"
"8j0g9","0.15","OK"
"8j0h6","0.50","OK"
"8j0hb","0.15","OK"
"8j0j9","0.11","OK"
"8j0m9","1.00","OK"
"8j0mk","0.19","OK"
"8j0mw","0.25","OK"
"8j0n4","0.05","OK"
"8j0ov","0.04","OK"
"8j0oz","0.33","OK"
"8j0pl","0.01","Fraud"
"8j0py","1.00","OK"
"8j0qc","0.07","OK"
"8j0qr","0.50","OK"
"8j0su","0.29","OK"
"8j0tb","0.43","OK"
"8j0tg","0.22","OK"
"8j0w1","0.00","Observation"
"8j0wb","0.05","OK"
"8j0ww","0.16","OK"
"8j0x3","0.11","OK"
"8j0x9","0.01","Observation"
"8j0z9","0.67","OK"
"8j10c","0.00","OK"
"8j11k","0.44","OK"
"8j121","0.39","OK"
"8j12n","0.10","OK"
"8j15b","0.45","OK"
"8j16r","0.33","OK"
"8j18g","0.57","OK"
"8j197","0.06","OK"
"8j19d","0.18","OK"
"8j19f","0.03","OK"
"8j19x","0.01","OK"
"8j1a0","0.18","OK"
"8j1a1","0.04","OK"
"8j1a2","0.08","OK"
"8j1a3","0.58","OK"
"8j1a6","0.56","OK"
"8j1a7","0.59","OK"
"8j1aj","0.02","OK"
"8j1di","0.30","OK"
"8j1fp","0.50","OK"
"8j1h7","1.00","OK"
"8j1j6","0.57","OK"
"8j1lc","0.13","OK"
"8j1od","0.03","OK"
"8j1pb","0.15","OK"
"8j1pd","0.01","OK"
"8j1q5","1.00","OK"
"8j1qi","1.00","OK"
"8j1rc","0.60","OK"
"8j1s7","1.00","OK"
"8j1se","0.08","OK"
"8j1so","0.23","OK"
"8j1sp","0.11","OK"
"8j1sw","0.01","OK"
"8j1t4","0.05","OK"
"8j1ti","0.01","OK"
"8j1u4","0.38","OK"
"8j1u5","0.36","OK"
"8j1uw","0.40","OK"
"8j1x0","0.43","OK"
"8j1xv","0.56","OK"
"8j1y0","1.00","OK"
"8j1y6","0.20","OK"
"8j20z","0.03","OK"
"8j22j","0.11","OK"
"8j22t","0.44","OK"
"8j23z","0.13","OK"
"8j240","0.50","OK"
"8j24h","1.00","OK"
"8j26k","0.18","OK"
"8j279","0.08","OK"
"8j27p","0.29","OK"
"8j295","1.00","OK"
